State and area;Year;Month;Employment;Unemployment
Indiana;1996;11;2987240   ;108.587   
Iowa;1996;11;1554813   ;57.212   
Kansas;1996;11;1317432   ;58.667   
Kentucky;1996;11;1792512   ;106.962   
Louisiana;1996;11;1876862   ;125.100   
Maine;1996;11;625.079   ;34.117   
Maryland;1996;11;2635678   ;133.312   
Massachusetts;1996;11;3125493   ;143.705   
Michigan;1996;11;4690772   ;235.996   
Minnesota;1996;11;2573406   ;97.085   
Mississippi;1996;11;1195633   ;74.144   
Missouri;1996;11;2775547   ;140.032   
Montana;1996;11;425.756   ;24.397   
Nebraska;1996;11;893.306   ;24.180   
Nevada;1996;11;870.394   ;44.402   
New Hampshire;1996;11;617.917   ;23.755   
New Jersey;1996;11;3981783   ;251.654   
New Mexico;1996;11;756.660   ;59.870   
New York;1996;11;8329339   ;556.298   
New York city;1996;11;3135007   ;316.493   
North Carolina;1996;11;3766600   ;160.912   
North Dakota;1996;11;337.706   ;10.758   
Ohio;1996;11;5391374   ;284.586   
Oklahoma;1996;11;1535517   ;63.778   
Oregon;1996;11;1624825   ;99.975   
Pennsylvania;1996;11;5712788   ;317.550   
Rhode Island;1996;11;495.626   ;27.652   
South Carolina;1996;11;1799836   ;108.691   
South Dakota;1996;11;379.316   ;12.512   
Tennessee;1996;11;2631734   ;149.866   
Texas;1996;11;9261290   ;550.051   
Utah;1996;11;1017494   ;35.759   
Vermont;1996;11;312.867   ;14.410   
Virginia;1996;11;3304399   ;150.231   
Washington;1996;11;2760292   ;163.074   
West Virginia;1996;11;733.345   ;59.308   
Wisconsin;1996;11;2825083   ;102.412   
Wyoming;1996;11;242.725   ;13.153   
Alabama;1996;12;2007664   ;108.541   
Alaska;1996;12;287.553   ;22.834   
Arizona;1996;12;2173660   ;125.763   
Arkansas;1996;12;1174469   ;64.806   
California;1996;12;14503984   ;1083408   
Los Angeles County;1996;12;4035846   ;334.313   
Colorado;1996;12;2079715   ;83.516   
Connecticut;1996;12;1665438   ;92.266   
Delaware;1996;12;371.847   ;19.665   
District of Columbia;1996;12;265.472   ;23.289   
Florida;1996;12;6895033   ;375.791   
Georgia;1996;12;3697120   ;186.615   
Hawaii;1996;12;564.450   ;36.212   
Idaho;1996;12;592.965   ;33.647   
Illinois;1996;12;5941826   ;320.264   
Indiana;1996;12;2988733   ;107.141   
Iowa;1996;12;1552659   ;56.943   
Kansas;1996;12;1318336   ;58.302   
Kentucky;1996;12;1793932   ;109.048   
Louisiana;1996;12;1877367   ;124.301   
Maine;1996;12;624.688   ;34.680   
Maryland;1996;12;2634273   ;133.918   
Massachusetts;1996;12;3132290   ;143.913   
Michigan;1996;12;4694532   ;233.867   
Minnesota;1996;12;2572976   ;95.564   
Mississippi;1996;12;1195760   ;74.568   
Missouri;1996;12;2778392   ;139.748   
Montana;1996;12;425.445   ;24.607   
Nebraska;1996;12;893.175   ;24.022   
Nevada;1996;12;874.636   ;43.938   
New Hampshire;1996;12;619.325   ;23.605   
New Jersey;1996;12;3989108   ;250.280   
New Mexico;1996;12;757.185   ;59.080   
New York;1996;12;8338342   ;567.826   
New York city;1996;12;3140304   ;325.639   
North Carolina;1996;12;3776388   ;160.033   
North Dakota;1996;12;337.686   ;10.693   
Ohio;1996;12;5390556   ;287.904   
Oklahoma;1996;12;1536182   ;64.670   
Oregon;1996;12;1624996   ;101.470   
Pennsylvania;1996;12;5716802   ;319.399   
Rhode Island;1996;12;496.171   ;28.238   
South Carolina;1996;12;1804725   ;107.776   
South Dakota;1996;12;379.313   ;12.431   
Tennessee;1996;12;2629112   ;152.229   
Texas;1996;12;9272462   ;558.521   
Utah;1996;12;1019340   ;35.685   
Vermont;1996;12;312.995   ;14.407   
Virginia;1996;12;3305490   ;151.276   
Washington;1996;12;2766267   ;161.275   
West Virginia;1996;12;733.141   ;59.358   
Wisconsin;1996;12;2823237   ;104.062   
Wyoming;1996;12;242.548   ;13.222   
Alabama;1997;01;2009942   ;108.891   
Alaska;1997;01;287.746   ;22.916   
Arizona;1997;01;2174126   ;122.559   
Arkansas;1997;01;1173905   ;64.521   
California;1997;01;14543009   ;1075072   
Los Angeles County;1997;01;4045986   ;331.254   
Colorado;1997;01;2087271   ;81.607   
Connecticut;1997;01;1665799   ;91.847   
Delaware;1997;01;372.127   ;19.145   
District of Columbia;1997;01;264.951   ;23.035   
Florida;1997;01;6908554   ;376.019   
Georgia;1997;01;3706215   ;187.225   
Hawaii;1997;01;564.924   ;36.364   
Idaho;1997;01;593.829   ;33.653   
Illinois;1997;01;5945892   ;318.792   
Indiana;1997;01;2991013   ;106.207   
Iowa;1997;01;1550766   ;56.297   
Kansas;1997;01;1319421   ;57.559   
Kentucky;1997;01;1795583   ;109.660   
Louisiana;1997;01;1877683   ;123.419   
Maine;1997;01;624.212   ;35.309   
Maryland;1997;01;2633334   ;134.399   
Massachusetts;1997;01;3139784   ;143.515   
Michigan;1997;01;4699501   ;230.240   
Minnesota;1997;01;2573237   ;94.195   
Mississippi;1997;01;1196201   ;74.536   
Missouri;1997;01;2782121   ;137.800   
Montana;1997;01;425.175   ;24.824   
Nebraska;1997;01;893.314   ;23.747   
Nevada;1997;01;879.117   ;43.346   
New Hampshire;1997;01;620.966   ;23.432   
New Jersey;1997;01;3996558   ;246.866   
New Mexico;1997;01;757.945   ;58.154   
New York;1997;01;8349931   ;577.830   
New York city;1997;01;3145785   ;333.207   
North Carolina;1997;01;3786572   ;158.770   
North Dakota;1997;01;337.795   ;10.686   
Ohio;1997;01;5394515   ;289.030   
Oklahoma;1997;01;1536981   ;64.978   
Oregon;1997;01;1626081   ;102.016   
Pennsylvania;1997;01;5720280   ;320.381   
Rhode Island;1997;01;496.836   ;28.713   
South Carolina;1997;01;1809872   ;105.901   
South Dakota;1997;01;379.491   ;12.283   
Tennessee;1997;01;2628136   ;153.171   
Texas;1997;01;9283773   ;563.598   
Utah;1997;01;1021529   ;35.322   
Vermont;1997;01;313.187   ;14.311   
Virginia;1997;01;3307659   ;151.466   
Washington;1997;01;2773291   ;158.769   
West Virginia;1997;01;732.977   ;58.889   
Wisconsin;1997;01;2822608   ;105.615   
Wyoming;1997;01;242.430   ;13.213   
Alabama;1997;02;2012414   ;108.687   
Alaska;1997;02;288.118   ;22.838   
Arizona;1997;02;2175360   ;118.652   
Arkansas;1997;02;1174040   ;64.093   
California;1997;02;14586270   ;1062181   
Los Angeles County;1997;02;4058515   ;326.774   
Colorado;1997;02;2096135   ;79.247   
Connecticut;1997;02;1666824   ;90.802   
Delaware;1997;02;372.302   ;18.672   
District of Columbia;1997;02;264.330   ;22.783   
Florida;1997;02;6925178   ;374.882   
Georgia;1997;02;3716822   ;186.042   
Hawaii;1997;02;565.180   ;36.341   
Idaho;1997;02;594.845   ;33.533   
Illinois;1997;02;5952698   ;315.261   
Indiana;1997;02;2994801   ;105.615   
Iowa;1997;02;1549862   ;55.208   
Kansas;1997;02;1320782   ;56.463   
Kentucky;1997;02;1797765   ;108.722   
Louisiana;1997;02;1878194   ;122.722   
Maine;1997;02;623.823   ;35.804   
Maryland;1997;02;2633621   ;134.674   
Massachusetts;1997;02;3148222   ;142.455   
Michigan;1997;02;4706072   ;225.330   
Minnesota;1997;02;2574818   ;92.854   
Mississippi;1997;02;1196854   ;74.000   
Missouri;1997;02;2786563   ;134.358   
Montana;1997;02;425.084   ;24.998   
Nebraska;1997;02;893.750   ;23.354   
Nevada;1997;02;883.885   ;42.739   
New Hampshire;1997;02;622.987   ;23.256   
New Jersey;1997;02;4004197   ;242.044   
New Mexico;1997;02;759.096   ;57.147   
New York;1997;02;8366322   ;584.905   
New York city;1997;02;3151907   ;338.390   
North Carolina;1997;02;3796358   ;157.317   
North Dakota;1997;02;337.959   ;10.754   
Ohio;1997;02;5403581   ;286.412   
Oklahoma;1997;02;1537996   ;64.828   
Oregon;1997;02;1628508   ;101.438   
Pennsylvania;1997;02;5723251   ;320.459   
Rhode Island;1997;02;497.741   ;29.068   
South Carolina;1997;02;1815281   ;103.000   
South Dakota;1997;02;379.908   ;12.063   
Tennessee;1997;02;2628737   ;153.027   
Texas;1997;02;9296775   ;564.230   
Utah;1997;02;1024095   ;34.750   
Vermont;1997;02;313.569   ;14.115   
Virginia;1997;02;3311228   ;150.217   
Washington;1997;02;2781978   ;155.838   
West Virginia;1997;02;732.978   ;57.991   
Wisconsin;1997;02;2823931   ;106.517   
Wyoming;1997;02;242.450   ;13.115   
Alabama;1997;03;2015220   ;108.074   
Alaska;1997;03;288.670   ;22.598   
Arizona;1997;03;2178046   ;114.314   
Arkansas;1997;03;1174772   ;63.682   
California;1997;03;14634967   ;1045468   
Los Angeles County;1997;03;4074264   ;320.924   
Colorado;1997;03;2106429   ;76.691   
Connecticut;1997;03;1669001   ;89.242   
Delaware;1997;03;372.512   ;18.357   
District of Columbia;1997;03;263.751   ;22.568   
Florida;1997;03;6946428   ;372.204   
Georgia;1997;03;3729387   ;183.397   
Hawaii;1997;03;565.322   ;36.194   
Idaho;1997;03;596.129   ;33.306   
Illinois;1997;03;5962689   ;309.221   
Indiana;1997;03;3000701   ;105.224   
Iowa;1997;03;1550005   ;53.705   
Kansas;1997;03;1322684   ;55.045   
Kentucky;1997;03;1800548   ;106.654   
Louisiana;1997;03;1879419   ;122.187   
Maine;1997;03;623.708   ;35.966   
Maryland;1997;03;2635564   ;134.382   
Massachusetts;1997;03;3157189   ;140.820   
Michigan;1997;03;4714922   ;219.401   
Minnesota;1997;03;2578320   ;91.395   
Mississippi;1997;03;1197697   ;73.078   
Missouri;1997;03;2791739   ;129.937   
Montana;1997;03;425.297   ;25.065   
Nebraska;1997;03;894.544   ;22.858   
Nevada;1997;03;889.000   ;42.123   
New Hampshire;1997;03;625.445   ;23.085   
New Jersey;1997;03;4012049   ;236.511   
New Mexico;1997;03;760.818   ;55.978   
New York;1997;03;8387881   ;588.246   
New York city;1997;03;3159295   ;340.727   
North Carolina;1997;03;3804846   ;155.769   
North Dakota;1997;03;338.148   ;10.844   
Ohio;1997;03;5416850   ;279.644   
Oklahoma;1997;03;1539398   ;64.367   
Oregon;1997;03;1632358   ;99.873   
Pennsylvania;1997;03;5726875   ;319.541   
Rhode Island;1997;03;499.023   ;29.263   
South Carolina;1997;03;1821052   ;99.281   
South Dakota;1997;03;380.586   ;11.795   
Tennessee;1997;03;2630083   ;152.278   
Texas;1997;03;9313064   ;560.370   
Utah;1997;03;1027071   ;34.065   
Vermont;1997;03;314.251   ;13.828   
Virginia;1997;03;3316310   ;147.368   
Washington;1997;03;2792364   ;152.717   
West Virginia;1997;03;733.275   ;56.842   
Wisconsin;1997;03;2827691   ;106.373   
Wyoming;1997;03;242.681   ;12.919   
Alabama;1997;04;2018538   ;107.493   
Alaska;1997;04;289.360   ;22.294   
Arizona;1997;04;2182243   ;110.191   
Arkansas;1997;04;1175769   ;63.536   
California;1997;04;14687711   ;1029487   
Los Angeles County;1997;04;4092390   ;315.081   
Colorado;1997;04;2117439   ;74.426   
Connecticut;1997;04;1672122   ;87.526   
Delaware;1997;04;372.877   ;17.320   
District of Columbia;1997;04;263.461   ;22.494   
Florida;1997;04;6972024   ;369.258   
Georgia;1997;04;3743378   ;180.432   
Hawaii;1997;04;565.495   ;36.103   
Idaho;1997;04;597.592   ;33.094   
Illinois;1997;04;5975522   ;302.189   
Indiana;1997;04;3007930   ;105.294   
Iowa;1997;04;1550783   ;52.158   
Kansas;1997;04;1325074   ;53.594   
Kentucky;1997;04;1803770   ;104.360   
Louisiana;1997;04;1881402   ;121.827   
Maine;1997;04;623.988   ;35.775   
Maryland;1997;04;2638587   ;133.861   
Massachusetts;1997;04;3165396   ;139.132   
Michigan;1997;04;4725944   ;213.950   
Minnesota;1997;04;2583835   ;90.022   
Mississippi;1997;04;1198595   ;72.344   
Missouri;1997;04;2797228   ;125.920   
Montana;1997;04;425.795   ;25.048   
Nebraska;1997;04;895.547   ;22.473   
Nevada;1997;04;894.359   ;41.613   
New Hampshire;1997;04;628.192   ;22.939   
New Jersey;1997;04;4019427   ;231.669   
New Mexico;1997;04;763.046   ;54.787   
New York;1997;04;8412593   ;589.559   
New York city;1997;04;3168222   ;341.231   
North Carolina;1997;04;3811289   ;154.437   
North Dakota;1997;04;338.334   ;10.916   
Ohio;1997;04;5432665   ;270.598   
Oklahoma;1997;04;1540977   ;63.965   
Oregon;1997;04;1637268   ;98.083   
Pennsylvania;1997;04;5731995   ;318.611   
Rhode Island;1997;04;500.693   ;29.315   
South Carolina;1997;04;1826924   ;95.384   
South Dakota;1997;04;381.430   ;11.571   
Tennessee;1997;04;2631078   ;151.730   
Texas;1997;04;9333095   ;554.103   
Utah;1997;04;1030277   ;33.450   
Vermont;1997;04;315.192   ;13.512   
Virginia;1997;04;3322492   ;143.442   
Washington;1997;04;2803914   ;149.986   
West Virginia;1997;04;733.861   ;55.767   
Wisconsin;1997;04;2833844   ;105.520   
Wyoming;1997;04;243.084   ;12.674   
Alabama;1997;05;2021980   ;107.101   
Alaska;1997;05;290.045   ;22.015   
Arizona;1997;05;2187693   ;106.656   
Arkansas;1997;05;1176572   ;63.663   
California;1997;05;14739373   ;1016956   
Los Angeles County;1997;05;4110713   ;309.942   
Colorado;1997;05;2128332   ;72.656   
Connecticut;1997;05;1675263   ;85.812   
Delaware;1997;05;373.312   ;16.502   
District of Columbia;1997;05;263.444   ;22.615   
Florida;1997;05;6998972   ;366.770   
Georgia;1997;05;3757018   ;177.835   
Hawaii;1997;05;565.722   ;36.154   
Idaho;1997;05;599.041   ;33.006   
Illinois;1997;05;5988515   ;295.891   
Indiana;1997;05;3014419   ;106.007   
Iowa;1997;05;1551600   ;50.825   
Kansas;1997;05;1327388   ;52.407   
Kentucky;1997;05;1806843   ;102.348   
Louisiana;1997;05;1883717   ;121.350   
Maine;1997;05;624.528   ;35.281   
Maryland;1997;05;2641130   ;133.464   
Massachusetts;1997;05;3171707   ;137.617   
Michigan;1997;05;4737350   ;210.051   
Minnesota;1997;05;2590667   ;88.869   
Mississippi;1997;05;1199142   ;72.156   
Missouri;1997;05;2801910   ;123.523   
Montana;1997;05;426.451   ;24.984   
Nebraska;1997;05;896.403   ;22.319   
Nevada;1997;05;899.692   ;41.279   
New Hampshire;1997;05;630.864   ;22.761   
New Jersey;1997;05;4024999   ;228.348   
New Mexico;1997;05;765.460   ;53.644   
New York;1997;05;8436246   ;590.130   
New York city;1997;05;3178286   ;340.704   
North Carolina;1997;05;3815055   ;153.169   
North Dakota;1997;05;338.450   ;10.929   
Ohio;1997;05;5448411   ;261.935   
Oklahoma;1997;05;1542258   ;63.859   
Oregon;1997;05;1642592   ;96.642   
Pennsylvania;1997;05;5737790   ;317.877   
Rhode Island;1997;05;502.529   ;29.257   
South Carolina;1997;05;1832245   ;91.602   
South Dakota;1997;05;382.201   ;11.459   
Tennessee;1997;05;2630826   ;151.471   
Texas;1997;05;9354030   ;547.437   
Utah;1997;05;1033353   ;33.023   
Vermont;1997;05;316.230   ;13.214   
Virginia;1997;05;3328730   ;138.566   
Washington;1997;05;2815203   ;147.894   
West Virginia;1997;05;734.538   ;54.966   
Wisconsin;1997;05;2841183   ;104.423   
Wyoming;1997;05;243.546   ;12.430   
Alabama;1997;06;2025352   ;106.725   
Alaska;1997;06;290.596   ;21.772   
Arizona;1997;06;2193876   ;103.958   
Arkansas;1997;06;1176917   ;63.824   
California;1997;06;14786936   ;1007015   
Los Angeles County;1997;06;4127193   ;305.143   
Colorado;1997;06;2138778   ;71.402   
Connecticut;1997;06;1677488   ;84.033   
Delaware;1997;06;373.734   ;15.793   
District of Columbia;1997;06;263.584   ;22.876   
Florida;1997;06;7024202   ;364.474   
Georgia;1997;06;3769149   ;175.549   
Hawaii;1997;06;566.046   ;36.194   
Idaho;1997;06;600.269   ;32.970   
Illinois;1997;06;5999569   ;291.610   
Indiana;1997;06;3018751   ;107.147   
Iowa;1997;06;1551829   ;49.753   
Kansas;1997;06;1329251   ;51.520   
Kentucky;1997;06;1809509   ;100.628   
Louisiana;1997;06;1886218   ;120.477   
Maine;1997;06;625.061   ;34.557   
Maryland;1997;06;2642153   ;133.205   
Massachusetts;1997;06;3175941   ;136.126   
Michigan;1997;06;4747773   ;208.019   
Minnesota;1997;06;2597999   ;87.761   
Mississippi;1997;06;1199371   ;72.441   
Missouri;1997;06;2805367   ;122.923   
Montana;1997;06;427.125   ;24.885   
Nebraska;1997;06;896.977   ;22.326   
Nevada;1997;06;904.846   ;41.069   
New Hampshire;1997;06;633.107   ;22.495   
New Jersey;1997;06;4028443   ;226.092   
New Mexico;1997;06;767.768   ;52.467   
New York;1997;06;8456031   ;589.551   
New York city;1997;06;3189019   ;338.866   
North Carolina;1997;06;3816455   ;151.714   
North Dakota;1997;06;338.509   ;10.830   
Ohio;1997;06;5462080   ;255.695   
Oklahoma;1997;06;1543367   ;63.934   
Oregon;1997;06;1647767   ;95.702   
Pennsylvania;1997;06;5743768   ;316.591   
Rhode Island;1997;06;504.246   ;29.052   
South Carolina;1997;06;1836640   ;87.785   
South Dakota;1997;06;382.744   ;11.454   
Tennessee;1997;06;2629537   ;150.807   
Texas;1997;06;9373715   ;540.508   
Utah;1997;06;1036101   ;32.817   
Vermont;1997;06;317.253   ;12.937   
Virginia;1997;06;3334336   ;132.850   
Washington;1997;06;2825224   ;146.191   
West Virginia;1997;06;735.230   ;54.442   
Wisconsin;1997;06;2848818   ;103.353   
Wyoming;1997;06;243.972   ;12.187   
Alabama;1997;07;2028916   ;106.120   
Alaska;1997;07;291.037   ;21.546   
Arizona;1997;07;2200052   ;102.249   
Arkansas;1997;07;1176922   ;63.788   
California;1997;07;14831156   ;998.504   
Los Angeles County;1997;07;4141361   ;300.596   
Colorado;1997;07;2148620   ;70.768   
Connecticut;1997;07;1678333   ;82.072   
Delaware;1997;07;374.172   ;15.086   
District of Columbia;1997;07;263.760   ;23.184   
Florida;1997;07;7046210   ;362.025   
Georgia;1997;07;3779669   ;173.483   
Hawaii;1997;07;566.432   ;36.084   
Idaho;1997;07;601.152   ;32.853   
Illinois;1997;07;6008300   ;290.001   
Indiana;1997;07;3020679   ;108.239   
Iowa;1997;07;1551327   ;48.973   
Kansas;1997;07;1330644   ;50.896   
Kentucky;1997;07;1812136   ;98.951   
Louisiana;1997;07;1889121   ;119.147   
Maine;1997;07;625.360   ;33.747   
Maryland;1997;07;2641735   ;132.989   
Massachusetts;1997;07;3178710   ;134.419   
Michigan;1997;07;4757095   ;207.457   
Minnesota;1997;07;2605197   ;86.441   
Mississippi;1997;07;1199747   ;72.865   
Missouri;1997;07;2807999   ;123.551   
Montana;1997;07;427.816   ;24.734   
Nebraska;1997;07;897.425   ;22.340   
Nevada;1997;07;909.828   ;40.866   
New Hampshire;1997;07;634.628   ;22.145   
New Jersey;1997;07;4030532   ;223.883   
New Mexico;1997;07;769.841   ;51.289   
New York;1997;07;8471720   ;586.759   
New York city;1997;07;3200242   ;334.918   
North Carolina;1997;07;3816830   ;150.188   
North Dakota;1997;07;338.632   ;10.578   
Ohio;1997;07;5472738   ;252.864   
Oklahoma;1997;07;1544752   ;63.969   
Oregon;1997;07;1652513   ;95.101   
Pennsylvania;1997;07;5750912   ;314.231   
Rhode Island;1997;07;505.612   ;28.672   
South Carolina;1997;07;1840071   ;83.798   
South Dakota;1997;07;383.089   ;11.477   
Tennessee;1997;07;2628727   ;149.302   
Texas;1997;07;9392271   ;532.940   
Utah;1997;07;1038538   ;32.785   
Vermont;1997;07;318.179   ;12.692   
Virginia;1997;07;3339792   ;126.581   
Washington;1997;07;2834007   ;144.347   
West Virginia;1997;07;735.963   ;54.174   
Wisconsin;1997;07;2856765   ;102.468   
